	gid	gname	Strata	Module	ModuleDesc
24021	PL06921	cerk	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24022	PL06926	unchar-17583	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24023	PL06929	ysm6-39	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24024	PL06935	unchar-2188	Echinoidea	brown2	blastula_gastrula_pluteus_not_prism
24025	PL06957	unchar-7674	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24026	PL06972	-	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24027	PL06979	pres-2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24028	PL06992	unchar-21244	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24029	PL06997	wnt2b	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24030	PL06998	f214a-2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24031	PL07018	pdhb-2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24032	PL07026	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24033	PL07050	unchar-10527	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24034	PL07058	axndhc7h-2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24035	PL07065	renbp	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24036	PL07076	lhfpl2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24037	PL07081	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24038	PL07117	fem1b-9	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24039	PL07122	mitf	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24040	PL07131	hdac11	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24041	PL07132	rtdr1l	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24042	PL07135	unchar-3019	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24043	PL07153	unchar-9395	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24044	PL07157	-	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24045	PL07159	timp4b	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24046	PL07171	unchar-15627	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24047	PL07173	wnt5	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24048	PL07203	unchar-3866	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24049	PL07213	ephx4	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24050	PL07238	tigd4-6	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24051	PL07260	f214a-3	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24052	PL07272	unchar-7477	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24053	PL07274	unchar-7475	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24054	PL07289	unchar-3000	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24055	PL07308	vps72	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24056	PL07323	unchar-14439	Deuterostomia	brown2	blastula_gastrula_pluteus_not_prism
24057	PL07328	fem1b-7	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24058	PL07331	ache-2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24059	PL07353	unchar-23747	Echinoidea	brown2	blastula_gastrula_pluteus_not_prism
24060	PL07396	unchar-12528	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24061	PL07400	unchar-18970	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24062	PL07420	unchar-12510	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24063	PL07422	smad2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24064	PL07423	yrd6-12	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24065	PL07436	-	Echinoidea	brown2	blastula_gastrula_pluteus_not_prism
24066	PL07481	hnrnpa1l	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24067	PL07527	unchar-17771	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24068	PL07577	unchar-20543	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24069	PL07604	unchar-6064	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24070	PL07609	tgfbrtii	Deuterostomia	brown2	blastula_gastrula_pluteus_not_prism
24071	PL07619	unchar-15114	Deuterostomia	brown2	blastula_gastrula_pluteus_not_prism
24072	PL07630	unchar-21519	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24073	PL07657	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24074	PL07669	unchar-24450	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24075	PL07678	lorf2-19	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24076	PL07709	-	Eleutherozoa	brown2	blastula_gastrula_pluteus_not_prism
24077	PL07738	unchar-7600	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24078	PL07739	unchar-7601	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24079	PL07745	-	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24080	PL07749	-	Echinoidea	brown2	blastula_gastrula_pluteus_not_prism
24081	PL07765	unchar-4873	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24082	PL07782	gpatch4	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24083	PL07789	pol5-29	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24084	PL07814	hakai-1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24085	PL07849	unchar-9369	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24086	PL07850	unchar-18431	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24087	PL07851	unchar-18430	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24088	PL07880	unchar-20309	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24089	PL07885	unchar-20306	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24090	PL07888	ysm6-47	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24091	PL07896	pppl_139	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24092	PL07911	unchar-4520	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24093	PL07913	dyh1-6	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24094	PL07915	pif1-1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24095	PL07916	yrd6-19	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24096	PL07917	pol3-17	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24097	PL07918	unchar-4516	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24098	PL07919	unchar-4517	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24099	PL07925	unchar-19967	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24100	PL07939	unchar-10854	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24101	PL07940	yrd6-6	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24102	PL07947	rtjk-16	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24103	PL07948	unchar-1835	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24104	PL07955	unchar-17189	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24105	PL07962	unchar-8178	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24106	PL07984	unchar-12639	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24107	PL08014	unchar-10714	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24108	PL08043	unchar-7156	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24109	PL08050	unchar-13651	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24110	PL08091	fltop-2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24111	PL08133	bmp2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24112	PL08134	anl7	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24113	PL08138	unchar-5588	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24114	PL08139	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24115	PL08185	cp2j6-10	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24116	PL08206	six3	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24117	PL08211	nova1-1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24118	PL08216	pol5-2	Eleutherozoa	brown2	blastula_gastrula_pluteus_not_prism
24119	PL08219	unchar-1378	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24120	PL08257	unchar-11183	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24121	PL08317	polypl_127	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24122	PL08324	dhrs7	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24123	PL08345	adrb2-2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24124	PL08361	ileua-1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24125	PL08402	galnt7-1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24126	PL08412	unchar-19219	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24127	PL08419	gtpbp2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24128	PL08437	unchar-1163	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24129	PL08444	rtjk-13	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24130	PL08447	spred	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24131	PL08452	ttc12	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24132	PL08486	rtxe-13	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24133	PL08487	unchar-2932	Ambulacraria	brown2	blastula_gastrula_pluteus_not_prism
24134	PL08501	unchar-11253	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24135	PL08504	unchar-11251	Echinoidea	brown2	blastula_gastrula_pluteus_not_prism
24136	PL08505	acm2-3	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24137	PL08517	-	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24138	PL08539	unchar-14012	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24139	PL08541	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24140	PL08549	unchar-18614	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24141	PL08554	rtxe-29	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24142	PL08575	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24143	PL08578	b3gt1-4	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24144	PL08593	so5a1-2	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24145	PL08596	unchar-19570	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24146	PL08604	unchar-18875	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24147	PL08606	unchar-18876	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24148	PL08624	unchar-12409	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24149	PL08639	acm2-1	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24150	PL08645	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24151	PL08646	unchar-6165	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24152	PL08655	cfa44	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24153	PL08658	sac	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24154	PL08684	slco5a1	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24155	PL08704	si1l1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24156	PL08720	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24157	PL08734	unchar-3242	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24158	PL08737	unchar-3243	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24159	PL08747	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24160	PL08766	kcnk18l-2	Eleutherozoa	brown2	blastula_gastrula_pluteus_not_prism
24161	PL08769	ninl	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24162	PL08783	unchar-13057	Echinoidea	brown2	blastula_gastrula_pluteus_not_prism
24163	PL08791	btbd33	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24164	PL08815	unchar-4878	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24165	PL08819	gnmt-4	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24166	PL08831	rabp1	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24167	PL08850	unchar-4314	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24168	PL08857	unchar-4313	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24169	PL08863	unchar-19748	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24170	PL08882	clik1	Deuterostomia	brown2	blastula_gastrula_pluteus_not_prism
24171	PL08899	-	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24172	PL08932	unchar-11751	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24173	PL08938	unchar-11758	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24174	PL08979	unchar-23843	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24175	PL08997	oma	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24176	PL09004	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24177	PL09015	fra2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24178	PL09016	unchar-23336	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24179	PL09024	dnahc17l	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24180	PL09030	unchar-4636	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24181	PL09034	rtjk-37	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24182	PL09037	unchar-4624	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24183	PL09054	nomo	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24184	PL09055	fltop-1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24185	PL09068	fam55cl-2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24186	PL09080	unchar-13393	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24187	PL09089	unchar-13392	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24188	PL09141	rrbp1l	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24189	PL09210	unchar-8318	Echinoidea	brown2	blastula_gastrula_pluteus_not_prism
24190	PL09234	bcl3	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24191	PL09250	unchar-20165	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24192	PL09255	dyhc-2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24193	PL09256	foxa	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24194	PL09271	unchar-10068	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24195	PL09288	unchar-240	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24196	PL09301	trim2-1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24197	PL09315	xdh-3	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24198	PL09330	unchar-17528	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24199	PL09343	lefty	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24200	PL09353	c20orf12l	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24201	PL09377	unchar-907	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24202	PL09391	unchar-10583	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24203	PL09395	-	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24204	PL09424	unchar-8905	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24205	PL09477	if43b	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24206	PL09488	dyh10-3	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24207	PL09491	netr-15	Echinoidea	brown2	blastula_gastrula_pluteus_not_prism
24208	PL09507	dlc2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24209	PL09517	pol3-24	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24210	PL09532	pol4-92	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24211	PL09555	unchar-17957	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24212	PL09558	unchar-17967	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24213	PL09599	unchar-5326	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24214	PL09606	cfa61	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24215	PL09612	-	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24216	PL09626	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24217	PL09635	fam55c-2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24218	PL09659	unchar-4942	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24219	PL09667	nk2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24220	PL09670	mgc10433l	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24221	PL09692	adrb2l_13	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24222	PL09694	unchar-15870	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24223	PL09699	dyh10-4	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24224	PL09716	fcgbp-6	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24225	PL09717	rab15	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24226	PL09726	nkx2.1	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24227	PL09734	unchar-21923	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24228	PL09738	unchar-21927	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24229	PL09752	po113-1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24230	PL09797	unchar-14690	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24231	PL09803	rtjk-94	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24232	PL09806	med29	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24233	PL09875	unchar-19882	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24234	PL09887	unchar-17977	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24235	PL09895	gsc-1	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24236	PL09909	unchar-9629	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24237	PL09964	unchar-15894	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24238	PL09971	lys2	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24239	PL09986	smag1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24240	PL09992	fn3-3	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24241	PL10012	rtjk-15	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24242	PL10029	ercc2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24243	PL10059	fbxw7-1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24244	PL10071	unchar-7160	Ambulacraria	brown2	blastula_gastrula_pluteus_not_prism
24245	PL10075	erg	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24246	PL10083	unchar-17971	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24247	PL10085	dyn2_lic	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24248	PL10099	unchar-2570	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24249	PL10103	unchar-9573	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24250	PL10145	sgk493	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24251	PL10166	chstd	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24252	PL10175	delta	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24253	PL10179	cyp2u	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24254	PL10181	unchar-10400	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24255	PL10185	pol3-44	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24256	PL10199	gcn2-1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24257	PL10207	unchar-7693	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24258	PL10219	nod2-11	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24259	PL10225	ytx2-7	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24260	PL10232	unchar-23228	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24261	PL10318	c20orf103l	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24262	PL10338	unchar-9253	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24263	PL10351	sels	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24264	PL10356	efcb2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24265	PL10359	ptss1l	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24266	PL10403	yrd6-74	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24267	PL10440	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24268	PL10444	unchar-3092	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24269	PL10479	unchar-5816	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24270	PL10509	notchh2-1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24271	PL10525	foxn2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24272	PL10527	nald2-3	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24273	PL10528	lrc57	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24274	PL10549	rshl3	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24275	PL10566	unchar-1903	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24276	PL10603	cqrrf1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24277	PL10654	hrh2-4	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24278	PL10662	mco1	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24279	PL10673	nin	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24280	PL10678	ttc18	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24281	PL10681	hsp74-2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24282	PL10689	degs2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24283	PL10717	chac2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24284	PL10772	rpb7	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24285	PL10780	unchar-21594	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24286	PL10799	if5	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24287	PL10809	unchar-12616	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24288	PL10813	unchar-21804	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24289	PL10820	dnph1-2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24290	PL10849	unchar-190	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24291	PL10856	dpf2l	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24292	PL10861	ysm6-41	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24293	PL10883	unchar-11743	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24294	PL10886	unchar-11745	Echinoidea	brown2	blastula_gastrula_pluteus_not_prism
24295	PL10896	unchar-20968	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24296	PL10913	ppcel	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24297	PL10914	unchar-20662	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24298	PL10946	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24299	PL10949	fn3-17	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24300	PL10961	unchar-23470	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24301	PL10987	tk8	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24302	PL10992	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24303	PL11008	unchar-1612	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24304	PL11014	c14orf166b	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24305	PL11038	unchar-10614	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24306	PL11053	unchar-4287	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24307	PL11062	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24308	PL11063	spc3-3	Bilateria	brown2	blastula_gastrula_pluteus_not_prism
24309	PL11069	yrd6-33	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24310	PL11083	unchar-13080	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24311	PL11102	unchar-5648	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24312	PL11128	slc29a1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24313	PL11138	gr101-27	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24314	PL11207	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24315	PL11272	mrpl14l-2	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24316	PL11278	rtxe-63	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24317	PL11290	yipf4l	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24318	PL11294	unchar-1171	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24319	PL11308	spt45	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24320	PL11314	-	Deuterostomia	brown2	blastula_gastrula_pluteus_not_prism
24321	PL11315	unchar-3098	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24322	PL11335	papol	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24323	PL11337	papog	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24324	PL11345	c20orf26l	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24325	PL11356	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24326	PL11390	unchar-2268	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24327	PL11407	wwc1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24328	PL11408	unchar-3768	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24329	PL11430	dachl	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24330	PL11480	-	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24331	PL11484	unchar-2876	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24332	PL11490	larp1	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24333	PL11496	unchar-12584	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24334	PL11547	unchar-23274	Parliv	brown2	blastula_gastrula_pluteus_not_prism
24335	PL11553	unchar-7734	Eumetazoa	brown2	blastula_gastrula_pluteus_not_prism
24336	PL11556	unchar-7731	Parliv	brown2	blastula_gastrula_pluteus_not_prism
