s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	s1tot	s2tot	n	fishp	padj	scol
10499	PL36224	5803537	chrom14	10486	L_var_19320	364194	chr12	8914	I	600	609	570	0	0	S
10500	PL36858	5859631	chrom14	10487	L_var_19355	1192222	chr12	8926	I	600	609	570	0	0	S
10501	PL37352	6006960	chrom14	10488	L_var_19363	1486235	chr12	8932	NA	600	609	570	0	0	S
10502	PL36757	6041210	chrom14	10489	L_var_19362	1442174	chr12	8931	I	600	609	570	0	0	S
10503	PL36782	6079406	chrom14	10490	L_var_19364	1543699	chr12	8933	I	600	609	570	0	0	S
10504	PL36093	6093442	chrom14	10491	L_var_19309	6026	chr12	8912	NA	600	609	570	0	0	S
10505	PL37008	6170549	chrom14	10492	L_var_19543	7740623	chr12	9020	NA	600	609	570	0	0	S
10506	PL36770	6178482	chrom14	10493	L_var_19542	7719694	chr12	9019	NA	600	609	570	0	0	S
10507	PL36012	6182746	chrom14	10494	L_var_19541	7697062	chr12	9018	NA	600	609	570	0	0	S
10508	PL37175	6238543	chrom14	10495	L_var_19537	7525119	chr12	9016	NA	600	609	570	0	0	S
10509	PL35959	6267525	chrom14	10496	L_var_19536	7500889	chr12	9015	NA	600	609	570	0	0	S
10510	PL36377	6299272	chrom14	10497	L_var_19535	7474075	chr12	9014	I	600	609	570	0	0	S
10511	PL37062	6322407	chrom14	10498	L_var_19534	7442137	chr12	9013	NA	600	609	570	0	0	S
10512	PL36712	6363249	chrom14	10499	L_var_20226	30964873	chr12	9415	I	600	609	570	0	0	S
10513	PL36379	6393539	chrom14	10500	L_var_20227	31018575	chr12	9416	I	600	609	570	0	0	S
10514	PL36024	6418025	chrom14	10501	L_var_20228	31019349	chr12	9417	I	600	609	570	0	0	S
10515	PL37195	6431916	chrom14	10502	L_var_19560	8095128	chr12	9027	NA	600	609	570	0	0	S
10516	PL36585	6572332	chrom14	10503	L_var_19501	6102316	chr12	8998	I	600	609	570	0	0	S
10517	PL36582	6708666	chrom14	10504	L_var_19714	12396327	chr12	9119	I	600	609	570	0	0	S
10518	PL36268	6752277	chrom14	10505	L_var_19716	12452671	chr12	9120	NA	600	609	570	0	0	S
10519	PL36405	6755659	chrom14	10506	L_var_19717	12454948	chr12	9121	NA	600	609	570	0	0	S
10520	PL36275	6765660	chrom14	10507	L_var_19718	12467126	chr12	9122	I	600	609	570	0	0	S
10521	PL36314	6795971	chrom14	10508	L_var_19719	12510009	chr12	9123	A	600	609	570	0	0	S
10522	PL36105	7063542	chrom14	10509	L_var_19742	13086439	chr12	9125	NA	600	609	570	0	0	S
10523	PL37185	7272830	chrom14	10512	L_var_19748	13260610	chr12	9127	Q	600	609	570	0	0	S
10524	PL36656	7327780	chrom14	10513	L_var_19750	13266667	chr12	9128	I	600	609	570	0	0	S
10525	PL36609	7353205	chrom14	10514	L_var_19468	5071476	chr12	8987	NA	600	609	570	0	0	S
10526	PL36590	7542126	chrom14	10517	L_var_20309	33305768	chr12	9485	I	600	609	570	0	0	S
10527	PL37336	7572883	chrom14	10518	L_var_20310	33329683	chr12	9486	I	600	609	570	0	0	S
10528	PL36748	7586467	chrom14	10519	L_var_20129	28073163	chr12	9357	I	600	609	570	0	0	S
10529	PL36417	7644062	chrom14	10520	L_var_20131	28138724	chr12	9358	I	600	609	570	0	0	S
10530	PL37489	7665599	chrom14	10521	L_var_19376	2041126	chr12	8937	I	600	609	570	0	0	S
10531	PL37398	7706282	chrom14	10522	L_var_19585	8740277	chr12	9040	I	600	609	570	0	0	S
10532	PL36605	7725667	chrom14	10523	L_var_19413	3451611	chr12	8957	NA	600	609	570	0	0	S
10533	PL36347	7885220	chrom14	10524	L_var_19414	3476264	chr12	8958	I	600	609	570	0	0	S
10534	PL36701	7943533	chrom14	10525	L_var_19415	3565269	chr12	8959	I	600	609	570	0	0	S
10535	PL37335	8018410	chrom14	10526	L_var_19418	3623784	chr12	8960	NA	600	609	570	0	0	S
10536	PL36134	8034307	chrom14	10527	L_var_19419	3653608	chr12	8961	NA	600	609	570	0	0	S
10537	PL37385	8062971	chrom14	10528	L_var_19421	3678668	chr12	8962	D	600	609	570	0	0	S
10538	PL35968	8119067	chrom14	10529	L_var_19424	3747951	chr12	8963	I	600	609	570	0	0	S
10539	PL36707	8122630	chrom14	10530	L_var_19425	3750274	chr12	8964	I	600	609	570	0	0	S
10540	PL36841	8169026	chrom14	10531	L_var_19426	3777880	chr12	8965	NA	600	609	570	0	0	S
10541	PL37441	8188222	chrom14	10532	L_var_19429	3832099	chr12	8966	NA	600	609	570	0	0	S
10542	PL37347	8224506	chrom14	10533	L_var_19430	3858114	chr12	8967	H	600	609	570	0	0	S
10543	PL36697	8226202	chrom14	10534	L_var_19438	3959167	chr12	8968	NA	600	609	570	0	0	S
10544	PL36768	8304373	chrom14	10535	L_var_19440	4006148	chr12	8970	I	600	609	570	0	0	S
10545	PL35945	8354403	chrom14	10536	L_var_19439	3968223	chr12	8969	NA	600	609	570	0	0	S
10546	PL37030	8402332	chrom14	10537	L_var_19441	4015346	chr12	8971	I	600	609	570	0	0	S
10547	PL36475	8483435	chrom14	10538	L_var_19442	4061277	chr12	8972	NA	600	609	570	0	0	S
10548	PL36107	8527698	chrom14	10539	L_var_19443	4132338	chr12	8973	I	600	609	570	0	0	S
10549	PL36623	8563648	chrom14	10540	L_var_19444	4189395	chr12	8974	NA	600	609	570	0	0	S
10550	PL36830	8620064	chrom14	10541	L_var_19446	4247842	chr12	8976	NA	600	609	570	0	0	S
10551	PL36211	8682766	chrom14	10542	L_var_19445	4209210	chr12	8975	NA	600	609	570	0	0	S
10552	PL36636	8963031	chrom14	10543	L_var_19452	4428256	chr12	8978	I	600	609	570	0	0	S
10553	PL36334	9017175	chrom14	10544	L_var_19453	4484904	chr12	8979	NA	600	609	570	0	0	S
10554	PL37009	9027730	chrom14	10545	L_var_19392	2771522	chr12	8947	NA	600	609	570	0	0	S
10555	PL37055	9077603	chrom14	10546	L_var_19388	2651484	chr12	8946	NA	600	609	570	0	0	S
10556	PL36771	9085979	chrom14	10547	L_var_19385	2627468	chr12	8945	NA	600	609	570	0	0	S
10557	PL36187	9107506	chrom14	10548	L_var_19384	2587480	chr12	8944	I	600	609	570	0	0	S
10558	PL37364	9168884	chrom14	10550	L_var_19383	2501131	chr12	8943	NA	600	609	570	0	0	S
10559	PL36862	9240696	chrom14	10551	L_var_19381	2450694	chr12	8942	I	600	609	570	0	0	S
10560	PL37019	9398470	chrom14	10552	L_var_20059	25211227	chr12	9309	P	600	609	570	0	0	S
10561	PL37203	9499626	chrom14	10553	L_var_20057	25137544	chr12	9308	I	600	609	570	0	0	S
10562	PL36739	9687959	chrom14	10554	L_var_20055	24897809	chr12	9307	NA	600	609	570	0	0	S
10563	PL37513	9704456	chrom14	10555	L_var_19488	5548131	chr12	8992	I	600	609	570	0	0	S
10564	PL35947	9746551	chrom14	10556	L_var_19489	5609232	chr12	8993	I	600	609	570	0	0	S
10565	PL36240	9778707	chrom14	10557	L_var_20198	30113295	chr12	9393	NA	600	609	570	0	0	S
10566	PL36575	10019871	chrom14	10558	L_var_20200	30441806	chr12	9394	I	600	609	570	0	0	S
10567	PL37229	10020188	chrom14	10559	L_var_20201	30445439	chr12	9395	I	600	609	570	0	0	S
10568	PL37102	10029709	chrom14	10560	L_var_20202	30467341	chr12	9396	NA	600	609	570	0	0	S
10569	PL36422	10040927	chrom14	10561	L_var_20203	30467447	chr12	9397	I	600	609	570	0	0	S
10570	PL37245	10073785	chrom14	10562	L_var_20204	30508388	chr12	9398	NA	600	609	570	0	0	S
10571	PL36723	10127003	chrom14	10563	L_var_20206	30577076	chr12	9399	D	600	609	570	0	0	S
10572	PL35991	10197105	chrom14	10564	L_var_20208	30638115	chr12	9401	NA	600	609	570	0	0	S
10573	PL37431	10229964	chrom14	10565	L_var_20209	30650973	chr12	9402	NA	600	609	570	0	0	S
10574	PL36676	10255998	chrom14	10566	L_var_20210	30691859	chr12	9403	I	600	609	570	0	0	S
10575	PL36827	10266939	chrom14	10567	L_var_20211	30704897	chr12	9404	NA	600	609	570	0	0	S
10576	PL37422	10267369	chrom14	10568	L_var_20212	30704899	chr12	9405	I	600	609	570	0	0	S
10577	PL37140	10280175	chrom14	10569	L_var_20213	30725239	chr12	9406	I	600	609	570	0	0	S
10578	PL36846	10282512	chrom14	10570	L_var_20214	30728009	chr12	9407	I	600	609	570	0	0	S
10579	PL36338	10298089	chrom14	10571	L_var_20215	30759924	chr12	9408	E	600	609	570	0	0	S
10580	PL37125	10309372	chrom14	10572	L_var_20218	30777707	chr12	9409	NA	600	609	570	0	0	S
10581	PL36820	10309414	chrom14	10573	L_var_20264	32132704	chr12	9448	C1	600	609	570	0	0	S
10582	PL36360	10334262	chrom14	10574	L_var_20266	32203901	chr12	9449	I	600	609	570	0	0	S
10583	PL36471	10456115	chrom14	10575	L_var_20267	32276750	chr12	9450	I	600	609	570	0	0	S
10584	PL36925	10469158	chrom14	10576	L_var_20268	32283149	chr12	9451	I	600	609	570	0	0	S
10585	PL37275	10496594	chrom14	10577	L_var_20269	32312659	chr12	9452	I	600	609	570	0	0	S
10586	PL36027	10496920	chrom14	10578	L_var_20270	32315593	chr12	9453	NA	600	609	570	0	0	S
10587	PL36671	10520727	chrom14	10579	L_var_20271	32344990	chr12	9454	I	600	609	570	0	0	S
10588	PL37356	10526593	chrom14	10580	L_var_20352	35200967	chr12	9517	B2	600	609	570	0	0	S
10589	PL36200	10574045	chrom14	10581	L_var_20109	27425737	chr12	9345	I	600	609	570	0	0	S
10590	PL37151	10612823	chrom14	10582	L_var_20052	24807159	chr12	9304	NA	600	609	570	0	0	S
10591	PL36219	10630610	chrom14	10583	L_var_19410	3390228	chr12	8955	I	600	609	570	0	0	S
10592	PL36726	10695212	chrom14	10584	L_var_19409	3318142	chr12	8954	I	600	609	570	0	0	S
10593	PL37147	10843040	chrom14	10585	L_var_19666	11157095	chr12	9090	I	600	609	570	0	0	S
10594	PL36367	10847063	chrom14	10586	L_var_19667	11158239	chr12	9091	I	600	609	570	0	0	S
10595	PL36814	10887109	chrom14	10587	L_var_19668	11161344	chr12	9092	NA	600	609	570	0	0	S
10596	PL37446	10920443	chrom14	10588	L_var_19669	11203622	chr12	9093	I	600	609	570	0	0	S
10597	PL36161	11030796	chrom14	10589	L_var_19671	11360098	chr12	9095	H	600	609	570	0	0	S
10598	PL36556	11054328	chrom14	10590	L_var_19670	11294905	chr12	9094	NA	600	609	570	0	0	S
10599	PL36573	11086152	chrom14	10591	L_var_19673	11393895	chr12	9096	I	600	609	570	0	0	S
10600	PL37083	11144060	chrom14	10592	L_var_19676	11446987	chr12	9097	I	600	609	570	0	0	S
10601	PL37210	11210463	chrom14	10593	L_var_19677	11493418	chr12	9098	NA	600	609	570	0	0	S
10602	PL37157	11269825	chrom14	10594	L_var_19679	11575154	chr12	9099	I	600	609	570	0	0	S
10603	PL37499	11270382	chrom14	10595	L_var_19680	11581815	chr12	9100	M	600	609	570	0	0	S
10604	PL37459	11355328	chrom14	10596	L_var_19681	11662058	chr12	9101	I	600	609	570	0	0	S
10605	PL36401	11381463	chrom14	10597	L_var_19682	11694758	chr12	9103	C1	600	609	570	0	0	S
10606	PL36140	11381594	chrom14	10598	L_var_19683	11694486	chr12	9102	I	600	609	570	0	0	S
10607	PL37218	11400735	chrom14	10599	L_var_19780	14712970	chr12	9148	NA	600	609	570	0	0	S
10608	PL36364	11426742	chrom14	10600	L_var_19781	14765760	chr12	9149	NA	600	609	570	0	0	S
10609	PL36666	11470581	chrom14	10601	L_var_19782	14796973	chr12	9150	I	600	609	570	0	0	S
10610	PL36216	11482277	chrom14	10602	L_var_19783	14826042	chr12	9151	NA	600	609	570	0	0	S
10611	PL36342	11645005	chrom14	10604	L_var_19925	20454846	chr12	9232	NA	600	609	570	0	0	S
10612	PL36836	11738702	chrom14	10605	L_var_19924	20306534	chr12	9231	I	600	609	570	0	0	S
10613	PL36763	11848445	chrom14	10606	L_var_19923	20205146	chr12	9230	I	600	609	570	0	0	S
10614	PL36787	11916070	chrom14	10607	L_var_19922	20164030	chr12	9229	I	600	609	570	0	0	S
10615	PL37372	11953487	chrom14	10608	L_var_19919	20116537	chr12	9228	I	600	609	570	0	0	S
10616	PL37003	12029142	chrom14	10609	L_var_19917	20052664	chr12	9227	I	600	609	570	0	0	S
10617	PL36101	12082560	chrom14	10610	L_var_19916	20003106	chr12	9226	I	600	609	570	0	0	S
10618	PL37020	12082704	chrom14	10611	L_var_19915	20002993	chr12	9225	I	600	609	570	0	0	S
10619	PL36966	12141564	chrom14	10612	L_var_19914	19965852	chr12	9224	I	600	609	570	0	0	S
10620	PL37204	12150373	chrom14	10613	L_var_19913	19954086	chr12	9223	NA	600	609	570	0	0	S
10621	PL37434	12169697	chrom14	10614	L_var_19910	19894027	chr12	9222	NA	600	609	570	0	0	S
10622	PL36930	12361780	chrom14	10616	L_var_19989	22535519	chr12	9272	NA	600	609	570	0	0	S
10623	PL37200	12371078	chrom14	10617	L_var_20140	28418346	chr12	9363	NA	600	609	570	0	0	S
10624	PL37333	12397352	chrom14	10618	L_var_20139	28376562	chr12	9362	NA	600	609	570	0	0	S
10625	PL36811	12496860	chrom14	10619	L_var_20137	28358540	chr12	9360	NA	600	609	570	0	0	S
10626	PL36227	12613911	chrom14	10620	L_var_19516	6534297	chr12	9005	NA	600	609	570	0	0	S
10627	PL36896	12694014	chrom14	10621	L_var_19513	6407019	chr12	9004	I	600	609	570	0	0	S
10628	PL36290	13157480	chrom14	10623	L_var_19982	22195117	chr12	9267	A	600	609	570	0	0	S
10629	PL36919	13180724	chrom14	10624	L_var_19983	22212675	chr12	9268	NA	600	609	570	0	0	S
10630	PL37389	13197718	chrom14	10625	L_var_19984	22229560	chr12	9269	NA	600	609	570	0	0	S
10631	PL36109	13197937	chrom14	10626	L_var_19985	22242556	chr12	9270	I	600	609	570	0	0	S
10632	PL37433	13235227	chrom14	10627	L_var_19986	22265669	chr12	9271	NA	600	609	570	0	0	S
10633	PL36463	13311715	chrom14	10628	L_var_19980	22150290	chr12	9266	I	600	609	570	0	0	S
10634	PL36559	13386920	chrom14	10629	L_var_19979	22090605	chr12	9265	NA	600	609	570	0	0	S
10635	PL36594	13577687	chrom14	10630	L_var_19978	21936791	chr12	9264	NA	600	609	570	0	0	S
10636	PL35946	13617422	chrom14	10631	L_var_19977	21884571	chr12	9263	NA	600	609	570	0	0	S
10637	PL36659	13648645	chrom14	10632	L_var_19974	21824644	chr12	9261	I	600	609	570	0	0	S
10638	PL36017	13648870	chrom14	10633	L_var_19975	21825026	chr12	9262	I	600	609	570	0	0	S
10639	PL36589	13679796	chrom14	10634	L_var_19684	11721227	chr12	9104	I	600	609	570	0	0	S
10640	PL36303	13682564	chrom14	10635	L_var_19685	11729239	chr12	9105	I	600	609	570	0	0	S
10641	PL36247	13718254	chrom14	10636	L_var_19686	11764447	chr12	9106	NA	600	609	570	0	0	S
10642	PL36177	13734721	chrom14	10637	L_var_19687	11768094	chr12	9107	I	600	609	570	0	0	S
10643	PL36339	13883034	chrom14	10638	L_var_19688	11893674	chr12	9108	I	600	609	570	0	0	S
10644	PL36271	13920044	chrom14	10639	L_var_19694	11972315	chr12	9111	NA	600	609	570	0	0	S
10645	PL36005	13922631	chrom14	10640	L_var_19693	11954259	chr12	9110	NA	600	609	570	0	0	S
10646	PL37312	13929325	chrom14	10641	L_var_19696	11985946	chr12	9112	NA	600	609	570	0	0	S
10647	PL36903	13941268	chrom14	10642	L_var_19697	12011060	chr12	9113	NA	600	609	570	0	0	S
10648	PL36407	13965634	chrom14	10643	L_var_19698	12022677	chr12	9114	NA	600	609	570	0	0	S
10649	PL36399	14071320	chrom14	10645	L_var_19705	12071777	chr12	9115	NA	600	609	570	0	0	S
10650	PL37023	14105231	chrom14	10646	L_var_20311	33336893	chr12	9487	NA	600	609	570	0	0	S
10651	PL36143	14233398	chrom14	10648	L_var_20312	33393873	chr12	9488	NA	600	609	570	0	0	S
10652	PL36301	14307792	chrom14	10649	L_var_20317	33806094	chr12	9491	NA	600	609	570	0	0	S
10653	PL36953	14653295	chrom14	10650	L_var_20315	33470360	chr12	9490	NA	600	609	570	0	0	S
10654	PL37240	14662354	chrom14	10651	L_var_20314	33450971	chr12	9489	I	600	609	570	0	0	S
10655	PL36626	14765990	chrom14	10652	L_var_20333	34448498	chr12	9504	I	600	609	570	0	0	S
10656	PL36986	14829487	chrom14	10653	L_var_20334	34487695	chr12	9505	I	600	609	570	0	0	S
10657	PL36541	14850314	chrom14	10654	L_var_19547	7864155	chr12	9023	I	600	609	570	0	0	S
10658	PL37501	14862787	chrom14	10655	L_var_20318	33838784	chr12	9492	I	600	609	570	0	0	S
10659	PL36717	14979967	chrom14	10656	L_var_20319	33927567	chr12	9493	NA	600	609	570	0	0	S
10660	PL36351	15109830	chrom14	10657	L_var_20320	34043643	chr12	9494	K	600	609	570	0	0	S
10661	PL37135	15151022	chrom14	10658	L_var_20321	34075255	chr12	9495	D	600	609	570	0	0	S
10662	PL36553	15151262	chrom14	10659	L_var_20322	34082763	chr12	9496	I	600	609	570	0	0	S
10663	PL36484	15162978	chrom14	10660	L_var_20323	34096920	chr12	9497	I	600	609	570	0	0	S
10664	PL37337	15173588	chrom14	10661	L_var_20324	34106105	chr12	9498	I	600	609	570	0	0	S
10665	PL37043	15258810	chrom14	10662	L_var_20327	34184999	chr12	9499	NA	600	609	570	0	0	S
10666	PL37136	15446708	chrom14	10663	L_var_20328	34267326	chr12	9500	NA	600	609	570	0	0	S
10667	PL36122	15484509	chrom14	10664	L_var_20330	34358763	chr12	9502	I	600	609	570	0	0	S
10668	PL36932	15674603	chrom14	10665	L_var_19529	7184294	chr12	9010	NA	600	609	570	0	0	S
10669	PL37363	15676658	chrom14	10666	L_var_19530	7184532	chr12	9011	I	600	609	570	0	0	S
10670	PL35936	15723268	chrom14	10667	L_var_19528	7148993	chr12	9009	NA	600	609	570	0	0	S
10671	PL36716	15772204	chrom14	10668	L_var_19518	6626235	chr12	9006	I	600	609	570	0	0	S
10672	PL37479	15826294	chrom14	10669	L_var_19520	6688172	chr12	9007	I	600	609	570	0	0	S
10673	PL36874	15924239	chrom14	10670	L_var_19521	6805442	chr12	9008	I	600	609	570	0	0	S
10674	PL36412	15981348	chrom14	10671	L_var_19512	6392032	chr12	9003	I	600	609	570	0	0	S
10675	PL36241	16013224	chrom14	10672	L_var_20296	32947716	chr12	9474	NA	600	609	570	0	0	S
10676	PL36322	16047420	chrom14	10673	L_var_20295	32944170	chr12	9473	I	600	609	570	0	0	S
10677	PL37050	16092382	chrom14	10674	L_var_20294	32886205	chr12	9472	I	600	609	570	0	0	S
10678	PL37458	16108626	chrom14	10675	L_var_20293	32878507	chr12	9471	I	600	609	570	0	0	S
10679	PL37258	16146602	chrom14	10676	L_var_20329	34273523	chr12	9501	NA	600	609	570	0	0	S
10680	PL36859	16153093	chrom14	10677	L_var_20292	32858252	chr12	9470	NA	600	609	570	0	0	S
10681	PL37241	16203892	chrom14	10678	L_var_20291	32827295	chr12	9469	I	600	609	570	0	0	S
10682	PL36244	16205966	chrom14	10679	L_var_20290	32821553	chr12	9468	I	600	609	570	0	0	S
10683	PL36283	16235464	chrom14	10680	L_var_20289	32790686	chr12	9467	NA	600	609	570	0	0	S
10684	PL37152	16269126	chrom14	10681	L_var_20288	32773315	chr12	9466	D	600	609	570	0	0	S
10685	PL36868	16302380	chrom14	10682	L_var_20287	32741182	chr12	9465	M	600	609	570	0	0	S
10686	PL37002	16326201	chrom14	10683	L_var_20258	32028262	chr12	9444	NA	600	609	570	0	0	S
10687	PL36962	16355060	chrom14	10684	L_var_20259	32057349	chr12	9445	I	600	609	570	0	0	S
10688	PL36845	16521926	chrom14	10685	L_var_19787	15037570	chr12	9154	I	600	609	570	0	0	S
10689	PL36633	16525236	chrom14	10686	L_var_19788	15054198	chr12	9155	NA	600	609	570	0	0	S
10690	PL36756	16569337	chrom14	10687	L_var_19789	15104005	chr12	9156	I	600	609	570	0	0	S
10691	PL37117	16610471	chrom14	10688	L_var_20183	29530160	chr12	9382	I	600	609	570	0	0	S
10692	PL37026	16633337	chrom14	10689	L_var_20184	29563743	chr12	9383	NA	600	609	570	0	0	S
10693	PL36392	16650635	chrom14	10690	L_var_20187	29633134	chr12	9384	NA	600	609	570	0	0	S
10694	PL35961	16666275	chrom14	10691	L_var_20188	29668568	chr12	9385	I	600	609	570	0	0	S
10695	PL37235	16666465	chrom14	10692	L_var_20189	29672499	chr12	9386	I	600	609	570	0	0	S
10696	PL37396	16799973	chrom14	10693	L_var_20190	29707425	chr12	9387	I	600	609	570	0	0	S
10697	PL37122	16921044	chrom14	10694	L_var_20191	29867954	chr12	9388	Q	600	609	570	0	0	S
10698	PL37004	16925478	chrom14	10695	L_var_19496	5896713	chr12	8997	I	600	609	570	0	0	S
10699	PL36829	16963468	chrom14	10696	L_var_19495	5858023	chr12	8996	I	600	609	570	0	0	S
10700	PL37074	17053728	chrom14	10697	L_var_19493	5726316	chr12	8995	NA	600	609	570	0	0	S
10701	PL37305	17068221	chrom14	10698	L_var_20142	28446652	chr12	9364	NA	600	609	570	0	0	S
10702	PL36662	17115046	chrom14	10699	L_var_19544	7786223	chr12	9021	I	600	609	570	0	0	S
10703	PL37485	17192598	chrom14	10700	L_var_19338	826047	chr12	8920	NA	600	609	570	0	0	S
10704	PL37397	17364094	chrom14	10701	L_var_19895	19433730	chr12	9213	NA	600	609	570	0	0	S
10705	PL36136	17603877	chrom14	10702	L_var_19882	18942504	chr12	9209	NA	600	609	570	0	0	S
10706	PL36496	17603978	chrom14	10703	L_var_19883	18942492	chr12	9208	I	600	609	570	0	0	S
10707	PL37073	17660400	chrom14	10704	L_var_19884	19024714	chr12	9210	I	600	609	570	0	0	S
10708	PL36157	17685361	chrom14	10705	L_var_19887	19053296	chr12	9212	I	600	609	570	0	0	S
10709	PL36371	18044822	chrom14	10706	L_var_19533	7274004	chr12	9012	NA	600	609	570	0	0	S
10710	PL37131	18210162	chrom14	10707	L_var_20225	30954389	chr12	9414	NA	600	609	570	0	0	S
10711	PL36032	18261043	chrom14	10709	L_var_20223	30901152	chr12	9413	NA	600	609	570	0	0	S
10712	PL36318	18543213	chrom14	10710	L_var_19633	10330502	chr12	9068	NA	600	609	570	0	0	S
10713	PL36221	18553334	chrom14	10711	L_var_19634	10350851	chr12	9069	I	600	609	570	0	0	S
10714	PL37276	18597126	chrom14	10712	L_var_19635	10386046	chr12	9070	I	600	609	570	0	0	S
10715	PL36025	18611478	chrom14	10713	L_var_19636	10443656	chr12	9071	NA	600	609	570	0	0	S
10716	PL37411	18736588	chrom14	10714	L_var_19637	10509838	chr12	9072	NA	600	609	570	0	0	S
10717	PL36209	18757907	chrom14	10715	L_var_19638	10523965	chr12	9073	I	600	609	570	0	0	S
10718	PL36871	18834493	chrom14	10716	L_var_19641	10570559	chr12	9074	I	600	609	570	0	0	S
10719	PL36837	18949429	chrom14	10717	L_var_19644	10655402	chr12	9075	I	600	609	570	0	0	S
10720	PL37393	18963839	chrom14	10718	L_var_19645	10680936	chr12	9076	I	600	609	570	0	0	S
10721	PL36181	18972761	chrom14	10719	L_var_19653	10758240	chr12	9080	I	600	609	570	0	0	S
10722	PL36512	19063456	chrom14	10720	L_var_19654	10833783	chr12	9081	I	600	609	570	0	0	S
10723	PL36056	19066511	chrom14	10721	L_var_19373	1870448	chr12	8935	I	600	609	570	0	0	S
10724	PL36758	19102661	chrom14	10722	L_var_19369	1666264	chr12	8934	NA	600	609	570	0	0	S
10725	PL37302	19195238	chrom14	10723	L_var_20348	35023953	chr12	9515	NA	600	609	570	0	0	S
10726	PL37242	19310991	chrom14	10724	L_var_20350	35152083	chr12	9516	NA	600	609	570	0	0	S
10727	PL36773	19432781	chrom14	10725	L_var_20347	35018104	chr12	9514	NA	600	609	570	0	0	S
10728	PL37445	19519415	chrom14	10726	L_var_20345	34962261	chr12	9513	P	600	609	570	0	0	S
10729	PL37110	19626698	chrom14	10727	L_var_20344	34900933	chr12	9512	NA	600	609	570	0	0	S
10730	PL36129	19936423	chrom14	10728	L_var_20343	34720112	chr12	9511	I	600	609	570	0	0	S
10731	PL36410	19982026	chrom14	10729	L_var_20341	34687150	chr12	9510	NA	600	609	570	0	0	S
10732	PL36670	20021207	chrom14	10730	L_var_20340	34638119	chr12	9509	I	600	609	570	0	0	S
10733	PL36560	20070500	chrom14	10731	L_var_20339	34550988	chr12	9508	NA	600	609	570	0	0	S
10734	PL37420	20125938	chrom14	10732	L_var_20338	34546108	chr12	9507	I	600	609	570	0	0	S
10735	PL37301	20177260	chrom14	10733	L_var_19766	14090554	chr12	9137	NA	600	609	570	0	0	S
10736	PL36769	20188559	chrom14	10734	L_var_19764	14052282	chr12	9135	I	600	609	570	0	0	S
10737	PL36147	20209231	chrom14	10735	L_var_19763	14011977	chr12	9134	D	600	609	570	0	0	S
10738	PL37382	20256537	chrom14	10736	L_var_19762	13974968	chr12	9133	NA	600	609	570	0	0	S
10739	PL36469	20350026	chrom14	10737	L_var_19761	13893193	chr12	9132	NA	600	609	570	0	0	S
10740	PL36442	20527349	chrom14	10738	L_var_19759	13556386	chr12	9131	I	600	609	570	0	0	S
10741	PL36119	20608062	chrom14	10739	L_var_19757	13489787	chr12	9130	B1	600	609	570	0	0	S
10742	PL37432	20685241	chrom14	10740	L_var_20054	24859563	chr12	9306	NA	600	609	570	0	0	S
10743	PL36324	20696595	chrom14	10741	L_var_20053	24854075	chr12	9305	NA	600	609	570	0	0	S
10744	PL36167	20714027	chrom14	10742	L_var_19467	5063880	chr12	8986	I	600	609	570	0	0	S
10745	PL37268	20756367	chrom14	10743	L_var_19459	4918983	chr12	8984	M	600	609	570	0	0	S
10746	PL36603	20800678	chrom14	10744	L_var_19458	4831360	chr12	8983	NA	600	609	570	0	0	S
10747	PL35975	20873579	chrom14	10745	L_var_19457	4807981	chr12	8982	NA	600	609	570	0	0	S
10748	PL36089	21009486	chrom14	10746	L_var_19455	4530402	chr12	8981	I	600	609	570	0	0	S
10749	PL35944	21072467	chrom14	10747	L_var_19454	4501956	chr12	8980	NA	600	609	570	0	0	S
10750	PL37503	21087631	chrom14	10748	L_var_19480	5385941	chr12	8990	I	600	609	570	0	0	S
10751	PL36825	21091040	chrom14	10749	L_var_19481	5386219	chr12	8991	I	600	609	570	0	0	S
10752	PL37307	21108268	chrom14	10750	L_var_19821	16089877	chr12	9179	NA	600	609	570	0	0	S
10753	PL37324	21116897	chrom14	10751	L_var_19820	16076998	chr12	9178	NA	600	609	570	0	0	S
10754	PL36370	21127644	chrom14	10752	L_var_19819	16065836	chr12	9177	L	600	609	570	0	0	S
10755	PL36860	21164249	chrom14	10753	L_var_19818	16048581	chr12	9176	NA	600	609	570	0	0	S
10756	PL37314	21171650	chrom14	10754	L_var_19817	16032213	chr12	9175	NA	600	609	570	0	0	S
10757	PL37253	21322381	chrom14	10755	L_var_19814	15934250	chr12	9174	I	600	609	570	0	0	S
10758	PL35980	21340343	chrom14	10756	L_var_19812	15820432	chr12	9173	NA	600	609	570	0	0	S
10759	PL37455	21372248	chrom14	10757	L_var_19811	15815167	chr12	9172	I	600	609	570	0	0	S
10760	PL37213	21381092	chrom14	10758	L_var_19810	15789109	chr12	9171	NA	600	609	570	0	0	S
10761	PL36574	21448146	chrom14	10759	L_var_19809	15753409	chr12	9170	I	600	609	570	0	0	S
10762	PL36856	21527928	chrom14	10760	L_var_19806	15687066	chr12	9169	I	600	609	570	0	0	S
10763	PL36497	21536710	chrom14	10761	L_var_19805	15640267	chr12	9168	I	600	609	570	0	0	S
