s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	CLG2
BL06339	13021249	BFL_15	6576	g76562	44901743	scaffold_16	2509	CLGL	CLGL
BL06341	13035070	BFL_15	6577	g69583	10628347	scaffold_16	2100	CLGL	CLGL
BL06342	13068961	BFL_15	6578	g72839	27441052	scaffold_16	2299	CLGL	CLGL
BL06343	13085424	BFL_15	6579	g72841	27447930	scaffold_16	2300	CLGL	CLGL
BL06348	13146411	BFL_15	6580	g72931	27869017	scaffold_16	2308	CLGL	CLGL
BL06351	13176127	BFL_15	6582	g72896	27696807	scaffold_16	2303	CLGL	CLGL
BL06354	13217081	BFL_15	6583	g69800	11849145	scaffold_16	2116	CLGL	CLGL
BL06359	13335324	BFL_15	6584	g72934	27876814	scaffold_16	2309	CLGL	CLGL
BL06362	13359995	BFL_15	6585	g72000	22753047	scaffold_16	2247	CLGL	CLGL
BL06369	13475597	BFL_15	6586	g73227	29564959	scaffold_16	2331	CLGL	CLGL
BL06378	13622502	BFL_15	6587	g73397	30438633	scaffold_16	2349	CLGL	CLGL
BL06380	13645165	BFL_15	6589	g77776	49655471	scaffold_16	2539	CLGL	CLGL
BL06381	13662495	BFL_15	6590	g75806	41566841	scaffold_16	2471	CLGL	CLGL
BL06387	13711615	BFL_15	6594	g71819	21752860	scaffold_16	2225	CLGL	CLGL
BL06389	13774580	BFL_15	6595	g72684	26589546	scaffold_16	2289	CLGL	CLGL
BL06391	13822868	BFL_15	6596	g74872	37255415	scaffold_16	2419	CLGL	CLGL
BL06392	13860832	BFL_15	6597	g74875	37268739	scaffold_16	2420	CLGL	CLGL
BL06396	14000321	BFL_15	6598	g67945	1595295	scaffold_16	1993	CLGL	CLGL
BL06402	14056264	BFL_15	6600	g76556	44873942	scaffold_16	2508	CLGL	CLGL
BL06406	14127381	BFL_15	6601	g67644	173449	scaffold_16	1976	CLGL	CLGL
BL06418	14577083	BFL_15	6602	g74554	35649983	scaffold_16	2401	CLGL	CLGL
BL06419	14588570	BFL_15	6603	g74581	35732951	scaffold_16	2402	CLGL	CLGL
BL06428	14695593	BFL_15	6605	g68957	7141423	scaffold_16	2059	CLGL	CLGL
BL06443	15038385	BFL_15	6607	g73432	30561530	scaffold_16	2352	CLGL	CLGL
BL06447	15089697	BFL_15	6609	g68543	4551620	scaffold_16	2030	CLGL	CLGL
BL06465	15583161	BFL_15	6610	g74906	37382011	scaffold_16	2421	CLGL	CLGL
BL06466	15601264	BFL_15	6611	g74909	37397932	scaffold_16	2422	CLGL	CLGL
BL06472	15718998	BFL_15	6612	g67685	371759	scaffold_16	1978	CLGL	CLGL
BL06473	15729866	BFL_15	6613	g70053	13103081	scaffold_16	2136	CLGL	CLGL
BL06480	15804749	BFL_15	6614	g72971	28125782	scaffold_16	2313	CLGL	CLGL
BL06487	15902964	BFL_15	6615	g75213	38807955	scaffold_16	2438	CLGL	CLGL
BL06488	15912482	BFL_15	6616	g75222	38832343	scaffold_16	2440	CLGL	CLGL
BL06489	15920590	BFL_15	6617	g75208	38790957	scaffold_16	2437	CLGL	CLGL
BL06490	15931073	BFL_15	6618	g75204	38761056	scaffold_16	2436	CLGL	CLGL
BL24422	16006105	BFL_15	6619	g74309	34462208	scaffold_16	2391	CLGL	CLGL
BL24420	16030332	BFL_15	6620	g68884	6741948	scaffold_16	2053	CLGL	CLGL
BL24412	16191748	BFL_15	6621	g71943	22521931	scaffold_16	2242	CLGL	CLGL
BL24402	16478968	BFL_15	6622	g73752	31783590	scaffold_16	2357	CLGL	CLGL
BL24400	16497100	BFL_15	6623	g69780	11720555	scaffold_16	2112	CLGL	CLGL
BL24399	16509040	BFL_15	6624	g69783	11728194	scaffold_16	2113	CLGL	CLGL
BL24393	16598791	BFL_15	6626	g72524	25670734	scaffold_16	2274	CLGL	CLGL
BL24388	16632503	BFL_15	6628	g71726	21387279	scaffold_16	2217	CLGL	CLGL
BL24387	16649951	BFL_15	6629	g72963	28069782	scaffold_16	2312	CLGL	CLGL
BL24379	16699992	BFL_15	6631	g69774	11692625	scaffold_16	2111	CLGL	CLGL
BL24377	16735893	BFL_15	6632	g68305	3342345	scaffold_16	2012	CLGL	CLGL
BL24372	16865710	BFL_15	6633	g70598	15645605	scaffold_16	2158	CLGL	CLGL
BL24368	16899887	BFL_15	6634	g68643	5168515	scaffold_16	2033	CLGL	CLGL
BL24361	16965044	BFL_15	6635	g74299	34441186	scaffold_16	2390	CLGL	CLGL
BL24349	17288789	BFL_15	6637	g71836	21837495	scaffold_16	2226	CLGL	CLGL
BL24348	17328673	BFL_15	6638	g71871	22010972	scaffold_16	2227	CLGL	CLGL
BL24346	17341565	BFL_15	6639	g71876	22035187	scaffold_16	2228	CLGL	CLGL
BL24321	17732267	BFL_15	6643	g70926	17359124	scaffold_16	2171	CLGL	CLGL
BL24320	17752577	BFL_15	6644	g70916	17327754	scaffold_16	2170	CLGL	CLGL
BL24319	17801595	BFL_15	6645	g70881	17206189	scaffold_16	2169	CLGL	CLGL
BL24318	17854215	BFL_15	6646	g75098	38219906	scaffold_16	2432	CLGL	CLGL
BL24310	18013790	BFL_15	6647	g71528	20591207	scaffold_16	2205	CLGL	CLGL
BL24309	18022624	BFL_15	6648	g71562	20697477	scaffold_16	2209	CLGL	CLGL
BL24300	18217554	BFL_15	6651	g74700	36307000	scaffold_16	2415	CLGL	CLGL
BL24291	18555100	BFL_15	6653	g75145	38522619	scaffold_16	2434	CLGL	CLGL
BL24289	18606205	BFL_15	6654	g68726	5700660	scaffold_16	2037	CLGL	CLGL
BL24288	18622122	BFL_15	6655	g72499	25546973	scaffold_16	2271	CLGL	CLGL
BL24287	18634948	BFL_15	6656	g72496	25540532	scaffold_16	2270	CLGL	CLGL
BL03717	18781146	BFL_15	6657	g70576	15494841	scaffold_16	2157	CLGL	CLGL
BL03718	18916987	BFL_15	6658	g74280	34354408	scaffold_16	2387	CLGL	CLGL
BL03719	18934827	BFL_15	6659	g74274	34344903	scaffold_16	2386	CLGL	CLGL
BL03720	18952072	BFL_15	6660	g76588	45013592	scaffold_16	2513	CLGL	CLGL
BL03710	19021882	BFL_15	6661	g72501	25564077	scaffold_16	2272	CLGL	CLGL
BL03709	19029014	BFL_15	6662	g72503	25569399	scaffold_16	2273	CLGL	CLGL
BL03705	19077790	BFL_15	6663	g72756	26997159	scaffold_16	2295	CLGL	CLGL
BL03698	19168264	BFL_15	6664	g74689	36259156	scaffold_16	2412	CLGL	CLGL
BL03695	19214140	BFL_15	6665	g77764	49617014	scaffold_16	2537	CLGL	CLGL
BL03692	19267637	BFL_15	6666	g67967	1702746	scaffold_16	1994	CLGL	CLGL
BL03691	19275493	BFL_15	6667	g71531	20595222	scaffold_16	2206	CLGL	CLGL
BL03688	19382893	BFL_15	6668	g71167	18549162	scaffold_16	2186	CLGL	CLGL
BL03685	19422066	BFL_15	6669	g72775	27070866	scaffold_16	2296	CLGL	CLGL
BL03684	19448868	BFL_15	6670	g74286	34379070	scaffold_16	2388	CLGL	CLGL
BL03682	19484122	BFL_15	6671	g78144	51326444	scaffold_16	2548	CLGL	CLGL
BL03680	19560784	BFL_15	6672	g76571	44953600	scaffold_16	2510	CLGL	CLGL
BL03678	19612478	BFL_15	6673	g70422	15102618	scaffold_16	2154	CLGL	CLGL
BL03671	19838404	BFL_15	6675	g69425	9540703	scaffold_16	2086	CLGL	CLGL
BL03670	19862625	BFL_15	6676	g69424	9514041	scaffold_16	2085	CLGL	CLGL
BL03669	19900878	BFL_15	6677	g69417	9481103	scaffold_16	2084	CLGL	CLGL
BL03663	20031204	BFL_15	6678	g68174	2866147	scaffold_16	2008	CLGL	CLGL
BL03662	20056538	BFL_15	6679	g72951	27996843	scaffold_16	2311	CLGL	CLGL
BL03660	20130034	BFL_15	6680	g76851	46073381	scaffold_16	2520	CLGL	CLGL
BL03656	20256687	BFL_15	6681	g69703	11245778	scaffold_16	2107	CLGL	CLGL
BL03654	20311121	BFL_15	6682	g69702	11238123	scaffold_16	2106	CLGL	CLGL
BL03653	20364628	BFL_15	6683	g75983	42342215	scaffold_16	2478	CLGL	CLGL
BL03652	20376190	BFL_15	6684	g75981	42340696	scaffold_16	2477	CLGL	CLGL
BL03651	20392179	BFL_15	6685	g69704	11247028	scaffold_16	2108	CLGL	CLGL
BL03638	20549139	BFL_15	6686	g77945	50292149	scaffold_16	2545	CLGL	CLGL
BL03634	20629705	BFL_15	6688	g68166	2810295	scaffold_16	2007	CLGL	CLGL
BL03632	20680357	BFL_15	6689	g73392	30429199	scaffold_16	2348	CLGL	CLGL
BL23012	20829916	BFL_15	6690	g75610	40698257	scaffold_16	2462	CLGL	CLGL
BL12544	20841905	BFL_15	6691	g75631	40825526	scaffold_16	2463	CLGL	CLGL
BL12521	20994033	BFL_15	6694	g70863	17153485	scaffold_16	2168	CLGL	CLGL
BL12508	21216732	BFL_15	6695	g76243	43526757	scaffold_16	2491	CLGL	CLGL
BL12506	21294500	BFL_15	6696	g69964	12673133	scaffold_16	2133	CLGL	CLGL
BL12505	21359369	BFL_15	6697	g69962	12659890	scaffold_16	2132	CLGL	CLGL
BL12504	21375631	BFL_15	6698	g69530	10280714	scaffold_16	2097	CLGL	CLGL
BL12501	21430900	BFL_15	6699	g69283	8883369	scaffold_16	2081	CLGL	CLGL
BL12495	21474693	BFL_15	6700	g77244	47751129	scaffold_16	2529	CLGL	CLGL
BL06093	8289294	BFL_15	6469	g107369	21907046	scaffold_19	2760	CLGL	CLGL
BL06137	9682163	BFL_15	6485	g103170	3676480	scaffold_19	2574	CLGL	CLGL
BL05976	5934138	BFL_15	6424	g15476	10897185	scaffold_11	3170	CLGL	CLGL
BL06158	10007996	BFL_15	6495	g16484	15413758	scaffold_11	3215	CLGL	CLGL
BL24302	18128324	BFL_15	6649	g13649	1893244	scaffold_11	3097	CLGL	CLGL
BL05969	5830967	BFL_15	6421	g190932	29245977	scaffold_7	3797	CLGL	CLGL
BL06176	10380398	BFL_15	6498	g193735	41738811	scaffold_7	3935	CLGL	CLGL
BL06446	15074976	BFL_15	6608	g190541	27365961	scaffold_7	3766	CLGL	CLGL
BL24342	17473855	BFL_15	6640	g187980	15396735	scaffold_7	3648	CLGL	CLGL
BL24341	17481562	BFL_15	6641	g189702	23528508	scaffold_7	3737	CLGL	CLGL
BL08650	713079	BFL_15	6368	g6101	19180024	scaffold_10	4119	CLGL	CLGL
BL06223	11375066	BFL_15	6523	g5870	18274751	scaffold_10	4110	CLGL	CLGL
BL24355	17115850	BFL_15	6636	g11266	42704397	scaffold_10	4370	CLGL	CLGL
BL08648	749218	BFL_15	6369	g85188	27365497	scaffold_17	4644	CLGL	CLGL
BL05963	5774079	BFL_15	6420	g87364	38119494	scaffold_17	4739	CLGL	CLGL
BL06035	7159642	BFL_15	6444	g81749	10408239	scaffold_17	4469	CLGL	CLGL
BL06253	11828644	BFL_15	6536	g79443	1319915	scaffold_17	4405	CLGL	CLGL
BL06256	11856704	BFL_15	6539	g81645	10088848	scaffold_17	4463	CLGL	CLGL
BL06383	13674107	BFL_15	6592	g87763	39884852	scaffold_17	4750	CLGL	CLGL
BL08672	314916	BFL_15	6359	g151103	38296168	scaffold_3	5131	CLGL	CLGL
BL06022	6879427	BFL_15	6441	g144594	9583860	scaffold_3	4867	CLGL	CLGL
BL24389	16630114	BFL_15	6627	g148834	28533079	scaffold_3	5041	CLGL	CLGL
BL06071	7789477	BFL_15	6461	g61720	20070762	scaffold_15	5373	CLGL	CLGL
BL06323	12874381	BFL_15	6568	g63598	28736709	scaffold_15	5483	CLGL	CLGL
BL24397	16547548	BFL_15	6625	g60045	12327421	scaffold_15	5281	CLGL	CLGL
BL06097	8537791	BFL_15	6471	g121853	37880163	scaffold_1	6011	CLGL	CLGL
BL05841	3912318	BFL_15	6385	g47180	1711391	scaffold_14	6046	CLGL	CLGL
BL05911	5169796	BFL_15	6408	g48221	4622034	scaffold_14	6052	CLGL	CLGL
BL05971	5843226	BFL_15	6422	g47053	1041009	scaffold_14	6044	CLGL	CLGL
BL06338	13016679	BFL_15	6575	g51490	18468487	scaffold_14	6103	CLGL	CLGL
BL06379	13639116	BFL_15	6588	g56280	39322450	scaffold_14	6195	CLGL	CLGL
BL06420	14601710	BFL_15	6604	g49722	11094139	scaffold_14	6074	CLGL	CLGL
BL24301	18209673	BFL_15	6650	g48505	6032694	scaffold_14	6057	CLGL	CLGL
BL05986	6176234	BFL_15	6431	g168278	12382043	scaffold_5	6283	CLGL	CLGL
BL06240	11640207	BFL_15	6531	g167814	10276572	scaffold_5	6264	CLGL	CLGL
BL24297	18273421	BFL_15	6652	g168410	13015616	scaffold_5	6287	CLGL	CLGL
BL03635	20606751	BFL_15	6687	g169314	17099842	scaffold_5	6315	CLGL	CLGL
BL08647	765254	BFL_15	6370	g33175	34723436	scaffold_12	6755	CLGL	CLGL
BL06333	12953496	BFL_15	6573	g30444	22497789	scaffold_12	6646	CLGL	CLGL
BL05927	5278959	BFL_15	6411	g212570	25821125	scaffold_9	6997	CLGL	CLGL
BL12539	20871859	BFL_15	6692	g208252	7187852	scaffold_9	6819	CLGL	CLGL
BL06068	7721783	BFL_15	6459	g43373	23878948	scaffold_13	7152	CLGL	CLGL
BL06312	12771564	BFL_15	6563	g43867	25359325	scaffold_13	7158	CLGL	CLGL
BL06090	8100400	BFL_15	6467	g199402	12472624	scaffold_8	7250	CLGL	CLGL
BL06289	12377030	BFL_15	6552	g197432	4648340	scaffold_8	7209	CLGL	CLGL
BL06324	12875907	BFL_15	6569	g200443	16682469	scaffold_8	7294	CLGL	CLGL
BL06384	13686491	BFL_15	6593	g201057	19234533	scaffold_8	7318	CLGL	CLGL
BL06108	8738733	BFL_15	6476	g177841	8710456	scaffold_6	7450	CLGL	CLGL
BL06130	9506920	BFL_15	6480	g182200	27845330	scaffold_6	7568	CLGL	CLGL
BL06277	12240869	BFL_15	6547	g175955	503336	scaffold_6	7421	CLGL	CLGL
BL03846	2114842	BFL_17	6717	g94138	24067236	scaffold_18	260	CLGJ	CLGJ
BL03775	3266316	BFL_17	6740	g99595	51247164	scaffold_18	607	CLGJ	CLGJ
BL03744	4141254	BFL_17	6744	g95525	31196330	scaffold_18	342	CLGJ	CLGJ
BL08565	5961966	BFL_17	6767	g92741	17243176	scaffold_18	176	CLGJ	CLGJ
BL17849	6713281	BFL_17	6773	g93583	21658587	scaffold_18	219	CLGJ	CLGJ
BL17639	10825324	BFL_17	6820	g90311	5781932	scaffold_18	38	CLGJ	CLGJ
BL17633	10966572	BFL_17	6823	g94589	25945940	scaffold_18	288	CLGJ	CLGJ
BL05760	14803061	BFL_17	6862	g96139	34396029	scaffold_18	394	CLGJ	CLGJ
BL20757	17931324	BFL_17	6904	g94119	23984922	scaffold_18	257	CLGJ	CLGJ
BL22940	1404464	BFL_17	6706	g130630	15174329	scaffold_2	848	CLGJ	CLGJ
BL03824	2406855	BFL_17	6725	g129508	10202232	scaffold_2	782	CLGJ	CLGJ
BL08532	5244980	BFL_17	6758	g128013	2668363	scaffold_2	711	CLGJ	CLGJ
BL05774	15037321	BFL_17	6868	g136406	43660299	scaffold_2	1151	CLGJ	CLGJ
BL11434	16295461	BFL_17	6882	g137201	46426812	scaffold_2	1174	CLGJ	CLGJ
BL17841	6974646	BFL_17	6776	g161775	39723634	scaffold_4	1828	CLGJ	CLGJ
BL03836	2239623	BFL_17	6720	g76066	42705594	scaffold_16	2482	CLGJ	CLGJ
BL08485	4409086	BFL_17	6748	g77309	47934469	scaffold_16	2532	CLGJ	CLGJ
BL25699	17155673	BFL_17	6891	g71018	17725789	scaffold_16	2174	CLGJ	CLGJ
BL25667	17402395	BFL_17	6895	g76842	46053858	scaffold_16	2519	CLGJ	CLGJ
BL03842	2167699	BFL_17	6718	g111186	41035114	scaffold_19	2967	CLGJ	CLGJ
BL03780	3176117	BFL_17	6737	g111633	43590073	scaffold_19	2996	CLGJ	CLGJ
BL08549	5603360	BFL_17	6762	g109659	33163890	scaffold_19	2879	CLGJ	CLGJ
BL17790	7913009	BFL_17	6784	g111666	43811370	scaffold_19	3002	CLGJ	CLGJ
BL11424	16195489	BFL_17	6878	g111936	45403313	scaffold_19	3015	CLGJ	CLGJ
BL22945	1473535	BFL_17	6708	g15207	9666109	scaffold_11	3158	CLGJ	CLGJ
BL03813	2599068	BFL_17	6730	g22028	40813595	scaffold_11	3450	CLGJ	CLGJ
BL03811	2614443	BFL_17	6731	g22026	40808552	scaffold_11	3449	CLGJ	CLGJ
BL08518	5020662	BFL_17	6753	g22114	41126148	scaffold_11	3455	CLGJ	CLGJ
BL11407	15768679	BFL_17	6873	g18710	25577477	scaffold_11	3321	CLGJ	CLGJ
BL16981	15619186	BFL_17	6871	g193943	42614450	scaffold_7	3940	CLGJ	CLGJ
BL03786	3052828	BFL_17	6736	g8878	30693207	scaffold_10	4248	CLGJ	CLGJ
BL03757	3788378	BFL_17	6742	g8255	27935990	scaffold_10	4208	CLGJ	CLGJ
BL08514	4850937	BFL_17	6751	g8648	29659015	scaffold_10	4231	CLGJ	CLGJ
BL08535	5302008	BFL_17	6759	g10897	40523941	scaffold_10	4345	CLGJ	CLGJ
BL17742	8688426	BFL_17	6794	g5869	18273710	scaffold_10	4109	CLGJ	CLGJ
BL17740	8704763	BFL_17	6796	g8862	30639021	scaffold_10	4247	CLGJ	CLGJ
BL17705	9565776	BFL_17	6807	g10755	39683815	scaffold_10	4334	CLGJ	CLGJ
BL17654	10447369	BFL_17	6819	g9746	34796190	scaffold_10	4283	CLGJ	CLGJ
BL17170	12933259	BFL_17	6845	g8281	28059701	scaffold_10	4210	CLGJ	CLGJ
BL05749	14528515	BFL_17	6859	g11555	43996884	scaffold_10	4387	CLGJ	CLGJ
BL20760	17883284	BFL_17	6901	g9270	32776411	scaffold_10	4269	CLGJ	CLGJ
BL17704	9575456	BFL_17	6808	g88768	45130013	scaffold_17	4790	CLGJ	CLGJ
BL17109	12021819	BFL_17	6835	g88793	45286915	scaffold_17	4794	CLGJ	CLGJ
BL05771	14994251	BFL_17	6866	g87324	37953702	scaffold_17	4734	CLGJ	CLGJ
BL05782	15155642	BFL_17	6869	g81763	10467667	scaffold_17	4470	CLGJ	CLGJ
BL08539	5390994	BFL_17	6760	g149067	29452238	scaffold_3	5048	CLGJ	CLGJ
BL17720	9075675	BFL_17	6801	g151118	38339335	scaffold_3	5132	CLGJ	CLGJ
BL17675	10127208	BFL_17	6814	g146211	17384874	scaffold_3	4939	CLGJ	CLGJ
BL17099	11862747	BFL_17	6833	g151301	39216769	scaffold_3	5140	CLGJ	CLGJ
BL06843	14042228	BFL_17	6852	g150840	37263365	scaffold_3	5122	CLGJ	CLGJ
BL05726	14049918	BFL_17	6853	g150842	37276576	scaffold_3	5123	CLGJ	CLGJ
BL11425	16205023	BFL_17	6879	g152186	42707412	scaffold_3	5169	CLGJ	CLGJ
BL17843	6939119	BFL_17	6775	g65266	36635014	scaffold_15	5591	CLGJ	CLGJ
BL17794	7755546	BFL_17	6782	g57568	2700949	scaffold_15	5199	CLGJ	CLGJ
BL17624	11207027	BFL_17	6828	g58216	5266711	scaffold_15	5226	CLGJ	CLGJ
BL22941	1428057	BFL_17	6707	g117089	15532392	scaffold_1	5815	CLGJ	CLGJ
BL03825	2399883	BFL_17	6724	g116243	12499018	scaffold_1	5783	CLGJ	CLGJ
BL06850	13998439	BFL_17	6850	g120362	30816653	scaffold_1	5961	CLGJ	CLGJ
BL20770	17663849	BFL_17	6899	g116874	14742882	scaffold_1	5806	CLGJ	CLGJ
BL17746	8639755	BFL_17	6791	g54338	31040276	scaffold_14	6143	CLGJ	CLGJ
BL17174	12996875	BFL_17	6848	g170173	21375764	scaffold_5	6354	CLGJ	CLGJ
BL11406	15791132	BFL_17	6874	g165661	1347125	scaffold_5	6203	CLGJ	CLGJ
BL17632	10976079	BFL_17	6824	g26639	6455283	scaffold_12	6538	CLGJ	CLGJ
BL17628	11148914	BFL_17	6826	g26198	4506336	scaffold_12	6523	CLGJ	CLGJ
BL05727	14053340	BFL_17	6854	g31213	25902821	scaffold_12	6678	CLGJ	CLGJ
BL17690	9764597	BFL_17	6813	g210470	16740540	scaffold_9	6907	CLGJ	CLGJ
BL03776	3257170	BFL_17	6739	g40849	14640410	scaffold_13	7115	CLGJ	CLGJ
BL22919	987414	BFL_17	6701	g199782	13971225	scaffold_8	7264	CLGJ	CLGJ
BL22922	1072275	BFL_17	6702	g199938	14559147	scaffold_8	7269	CLGJ	CLGJ
BL22935	1328748	BFL_17	6705	g202958	26853656	scaffold_8	7359	CLGJ	CLGJ
BL22949	1530659	BFL_17	6709	g200237	15893966	scaffold_8	7285	CLGJ	CLGJ
BL22951	1599275	BFL_17	6710	g200232	15878811	scaffold_8	7284	CLGJ	CLGJ
BL22956	1736680	BFL_17	6711	g197873	6558129	scaffold_8	7217	CLGJ	CLGJ
BL22957	1748116	BFL_17	6712	g203569	29318755	scaffold_8	7387	CLGJ	CLGJ
BL03855	1983458	BFL_17	6714	g201839	22332232	scaffold_8	7331	CLGJ	CLGJ
BL03854	1993526	BFL_17	6715	g200485	16833082	scaffold_8	7298	CLGJ	CLGJ
BL03853	2031728	BFL_17	6716	g196341	268632	scaffold_8	7188	CLGJ	CLGJ
BL03837	2226233	BFL_17	6719	g204269	32326011	scaffold_8	7414	CLGJ	CLGJ
BL03835	2240678	BFL_17	6721	g204270	32326374	scaffold_8	7415	CLGJ	CLGJ
BL03834	2269849	BFL_17	6722	g204274	32354777	scaffold_8	7416	CLGJ	CLGJ
BL03829	2334454	BFL_17	6723	g197960	6898336	scaffold_8	7220	CLGJ	CLGJ
BL03823	2456772	BFL_17	6726	g198772	9671446	scaffold_8	7230	CLGJ	CLGJ
BL03822	2476129	BFL_17	6727	g198775	9681154	scaffold_8	7231	CLGJ	CLGJ
BL03821	2482331	BFL_17	6728	g200461	16739661	scaffold_8	7296	CLGJ	CLGJ
BL03820	2507586	BFL_17	6729	g201615	21550163	scaffold_8	7326	CLGJ	CLGJ
BL03810	2624537	BFL_17	6732	g202490	25176648	scaffold_8	7347	CLGJ	CLGJ
BL03805	2661453	BFL_17	6733	g203122	27442628	scaffold_8	7366	CLGJ	CLGJ
BL03799	2701045	BFL_17	6734	g204263	32297889	scaffold_8	7413	CLGJ	CLGJ
BL03792	2910153	BFL_17	6735	g201578	21426752	scaffold_8	7324	CLGJ	CLGJ
BL03777	3240435	BFL_17	6738	g200450	16703664	scaffold_8	7295	CLGJ	CLGJ
BL03764	3610838	BFL_17	6741	g200396	16509370	scaffold_8	7291	CLGJ	CLGJ
BL03750	4050909	BFL_17	6743	g199541	12921943	scaffold_8	7257	CLGJ	CLGJ
BL08480	4260517	BFL_17	6745	g199388	12435497	scaffold_8	7249	CLGJ	CLGJ
BL08482	4303468	BFL_17	6746	g201032	19141787	scaffold_8	7317	CLGJ	CLGJ
BL08484	4329040	BFL_17	6747	g201843	22339887	scaffold_8	7332	CLGJ	CLGJ
BL08496	4539558	BFL_17	6749	g202174	23714522	scaffold_8	7339	CLGJ	CLGJ
BL08506	4735800	BFL_17	6750	g203284	28124762	scaffold_8	7374	CLGJ	CLGJ
BL08517	5011568	BFL_17	6752	g200808	18165460	scaffold_8	7305	CLGJ	CLGJ
BL08519	5059910	BFL_17	6754	g200809	18168688	scaffold_8	7306	CLGJ	CLGJ
BL08520	5063620	BFL_17	6755	g196620	1468493	scaffold_8	7197	CLGJ	CLGJ
BL08530	5207449	BFL_17	6756	g203164	27683785	scaffold_8	7370	CLGJ	CLGJ
BL08531	5226949	BFL_17	6757	g198085	7289473	scaffold_8	7224	CLGJ	CLGJ
BL08546	5545439	BFL_17	6761	g198917	10383323	scaffold_8	7238	CLGJ	CLGJ
BL08550	5618527	BFL_17	6763	g203286	28126384	scaffold_8	7375	CLGJ	CLGJ
BL08551	5623819	BFL_17	6764	g198847	10020525	scaffold_8	7232	CLGJ	CLGJ
BL08552	5650558	BFL_17	6765	g198862	10101097	scaffold_8	7233	CLGJ	CLGJ
BL08555	5746020	BFL_17	6766	g199001	10777494	scaffold_8	7239	CLGJ	CLGJ
BL08582	6311907	BFL_17	6768	g197950	6833856	scaffold_8	7219	CLGJ	CLGJ
BL08583	6337130	BFL_17	6769	g197984	6984773	scaffold_8	7221	CLGJ	CLGJ
BL17856	6632938	BFL_17	6770	g203358	28429033	scaffold_8	7381	CLGJ	CLGJ
BL17855	6645916	BFL_17	6771	g200317	16210444	scaffold_8	7287	CLGJ	CLGJ
BL17854	6653260	BFL_17	6772	g203360	28448300	scaffold_8	7382	CLGJ	CLGJ
BL17845	6796032	BFL_17	6774	g202125	23543011	scaffold_8	7338	CLGJ	CLGJ
BL17828	7156231	BFL_17	6778	g199132	11436655	scaffold_8	7241	CLGJ	CLGJ
BL17803	7522664	BFL_17	6779	g203941	30903887	scaffold_8	7401	CLGJ	CLGJ
BL17802	7525451	BFL_17	6780	g203943	30907388	scaffold_8	7402	CLGJ	CLGJ
BL17797	7626754	BFL_17	6781	g199500	12775050	scaffold_8	7255	CLGJ	CLGJ
BL17792	7780553	BFL_17	6783	g201299	20337886	scaffold_8	7320	CLGJ	CLGJ
BL17787	8020275	BFL_17	6785	g204060	31524348	scaffold_8	7409	CLGJ	CLGJ
BL17782	8047901	BFL_17	6786	g199275	11919226	scaffold_8	7245	CLGJ	CLGJ
BL17778	8157803	BFL_17	6787	g198914	10358873	scaffold_8	7237	CLGJ	CLGJ
BL17774	8245538	BFL_17	6788	g198891	10244665	scaffold_8	7236	CLGJ	CLGJ
BL17760	8460404	BFL_17	6789	g196749	2047640	scaffold_8	7200	CLGJ	CLGJ
BL17756	8577993	BFL_17	6790	g203982	31045296	scaffold_8	7404	CLGJ	CLGJ
BL17745	8650340	BFL_17	6792	g200896	18445166	scaffold_8	7309	CLGJ	CLGJ
BL17744	8664764	BFL_17	6793	g203035	27093229	scaffold_8	7361	CLGJ	CLGJ
BL17741	8701820	BFL_17	6795	g200510	16884313	scaffold_8	7299	CLGJ	CLGJ
BL17730	8963324	BFL_17	6797	g202954	26847636	scaffold_8	7358	CLGJ	CLGJ
BL17729	8967642	BFL_17	6798	g201392	20794405	scaffold_8	7322	CLGJ	CLGJ
BL17726	8983199	BFL_17	6799	g203323	28284435	scaffold_8	7376	CLGJ	CLGJ
BL17718	9100543	BFL_17	6802	g201694	21857176	scaffold_8	7328	CLGJ	CLGJ
BL17716	9183535	BFL_17	6804	g196609	1420753	scaffold_8	7196	CLGJ	CLGJ
BL17711	9376051	BFL_17	6805	g203150	27620807	scaffold_8	7368	CLGJ	CLGJ
BL17710	9385840	BFL_17	6806	g203162	27673163	scaffold_8	7369	CLGJ	CLGJ
BL17701	9668091	BFL_17	6810	g203339	28355226	scaffold_8	7380	CLGJ	CLGJ
BL17700	9687443	BFL_17	6811	g203330	28320627	scaffold_8	7378	CLGJ	CLGJ
BL17696	9710676	BFL_17	6812	g203796	30133628	scaffold_8	7397	CLGJ	CLGJ
BL17672	10165408	BFL_17	6815	g196950	2688702	scaffold_8	7201	CLGJ	CLGJ
BL17671	10198414	BFL_17	6816	g197319	4141407	scaffold_8	7207	CLGJ	CLGJ
BL17668	10282540	BFL_17	6817	g200206	15752859	scaffold_8	7282	CLGJ	CLGJ
BL17659	10398511	BFL_17	6818	g199216	11742667	scaffold_8	7244	CLGJ	CLGJ
BL17637	10862797	BFL_17	6821	g200356	16376158	scaffold_8	7289	CLGJ	CLGJ
BL17634	10959464	BFL_17	6822	g203046	27164022	scaffold_8	7363	CLGJ	CLGJ
BL17626	11180737	BFL_17	6827	g199744	13882034	scaffold_8	7262	CLGJ	CLGJ
BL17623	11209728	BFL_17	6829	g200370	16415787	scaffold_8	7290	CLGJ	CLGJ
